date,Berkshire_Hathaway_return,BRK_13_F_public_stocks_holding_return,risk_free_return,market_excess_return,SMB,HML,QMJ,BAB
20011231,0.080304,0.034102,0.0015,0.0161,0.0457,0.011,-0.005572,-0.033869
20020131,-0.023286,-0.014981,0.0014,-0.0144,0.0119,0.0333,0.043547,0.03969
20020228,-0.012078,0.0414,0.0013,-0.0229,-0.011,0.025,0.041313,0.091888
20020328,-0.02564,0.070393,0.0013,0.0424,0.0423,0.011,-0.020709,0.012988
20020430,0.032227,0.032399,0.0015,-0.052,0.0594,0.0393,0.026691,0.113013
20020531,0.015708,0.015842,0.0014,-0.0138,-0.0321,0.0169,0.022139,0.072719
20020628,-0.103418,-0.040124,0.0013,-0.0721,0.0426,0.0013,0.036206,0.077557
20020731,0.022631,-0.044007,0.0015,-0.0818,-0.053,-0.0341,0.063496,-0.008704
20020830,0.068548,0.010182,0.0014,0.005,-0.0244,0.0249,0.010239,0.011513
20020930,0.012034,-0.068629,0.0014,-0.1035,0.0257,0.0131,0.047591,0.04977
20021031,0.003083,0.033034,0.0014,0.0784,-0.029,-0.0546,0.000313,-0.071437
20021129,-0.024682,0.004144,0.0012,0.0596,0.0284,-0.0115,-0.095939,-0.151325
20021231,0.006045,-0.029535,0.0011,-0.0576,0,0.0225,0.046803,0.099466
20030131,-0.07242,-0.029876,0.001,-0.0257,0.0139,-0.0093,-0.000948,0.034661
20030228,-0.085005,-0.015747,0.0009,-0.0188,-0.0034,-0.0145,0.025037,0.008552
20030331,0.034157,0.008021,0.001,0.0109,0.0089,-0.0209,0.004374,0.011346
20030430,0.093832,0.042969,0.001,0.0822,0.0057,0.0103,-0.055514,-0.037986
20030530,0.017127,0.081802,0.0009,0.0605,0.047,-0.003,-0.074219,-0.034936
20030630,0.0215,0.009903,0.001,0.0142,0.0167,0.0066,-0.010105,0.025638
20030731,-0.007419,-0.000826,0.0007,0.0235,0.0525,-0.0115,-0.025016,-0.036084
20030829,0.05237,0.005221,0.0007,0.0234,0.026,0.0203,-0.019671,0.003709
20030930,-0.010733,0.001151,0.0008,-0.0124,0.0079,0.0002,-0.000088,0.020229
20031031,0.037654,0.055759,0.0007,0.0608,0.0268,0.0175,-0.016366,0.003745
20031128,0.076981,0.020275,0.0007,0.0135,0.0201,0.0186,-0.000486,0.047233
20031231,0.005813,0.057542,0.0008,0.0429,-0.0301,0.0242,-0.019192,0.055326
20040130,0.061673,0.009262,0.0007,0.0215,0.028,0.0198,-0.040616,-0.020072
20040227,0.055177,0.027875,0.0006,0.014,-0.0143,0.0049,0.002315,0.051888
20040331,-0.011785,-0.000744,0.0009,-0.0132,0.0175,0.0021,0.019562,0.047805
20040430,0.001235,-0.012173,0.0008,-0.0183,-0.0206,-0.0262,0.036867,-0.004266
20040528,-0.047028,0.024017,0.0006,0.0117,-0.0021,-0.0039,-0.005737,0.003296
20040630,-0.001443,-0.003987,0.0008,0.0186,0.0226,0.0138,-0.004981,0.026511
20040730,-0.019372,-0.055141,0.001,-0.0406,-0.0379,0.0411,0.040243,0.057553
20040831,-0.002376,0.0175,0.0011,0.0008,-0.0163,0.0103,0.002887,0.025791
20040930,-0.0047,-0.013922,0.0011,0.016,0.0304,-0.0025,-0.015885,0.029829
20041029,-0.026948,0.01534,0.0011,0.0143,0.0031,-0.0062,0.007184,0.016609
20041130,-0.006879,0.031521,0.0015,0.0454,0.0391,0.018,-0.025295,0.027068
20041231,0.051212,0.032778,0.0016,0.0343,0.0012,-0.0006,-0.009952,0.012497
20050131,0.022236,-0.009065,0.0016,-0.0276,-0.0152,0.0196,0.015912,0.041147
20050228,0.003972,0.008146,0.0016,0.0189,-0.005,0.0164,-0.000672,0.03295
20050331,-0.038495,-0.017799,0.0021,-0.0197,-0.014,0.0156,0.017867,0.003631
20050429,-0.028687,0.015881,0.0021,-0.0261,-0.04,-0.0035,0.01886,0.01604
20050531,-0.001688,0.0156,0.0024,0.0365,0.0288,-0.0083,0.001,-0.016025
20050630,-0.007543,-0.014752,0.0023,0.0057,0.0262,0.0262,-0.008803,0.036827
20050729,-9.60E-05,0.036782,0.0024,0.0392,0.0293,-0.0051,-0.019347,0.016833
20050831,-0.003831,0.001146,0.003,-0.0122,-0.0092,0.0127,-0.010378,0.002638
20050930,-0.014259,0.013994,0.0029,0.0049,-0.0058,0.0077,-0.011215,0.002525
20051031,0.044542,-0.008847,0.0027,-0.0202,-0.0121,0.0023,0.015903,-0.022714
20051130,0.042243,0.028642,0.0031,0.0361,0.0091,-0.0118,-0.001654,-0.000266
20051230,-0.008251,-0.007252,0.0032,-0.0025,-0.0046,0.0044,-0.021291,0.012264
20060131,0.007833,0.017376,0.0035,0.0304,0.0542,0.0112,-0.030344,0.013306
20060228,-0.02737,0.022755,0.0034,-0.003,-0.0038,-0.0025,-0.009201,0.008087
20060331,0.041267,0.001052,0.0037,0.0146,0.0355,0.0061,-0.009014,0.0111
20060428,-0.015847,0.013716,0.0036,0.0073,-0.0134,0.0259,-0.008064,0.012876
20060531,0.037449,-0.013758,0.0043,-0.0357,-0.0304,0.0255,0.010252,0.002538
20060630,-0.007136,-0.003934,0.004,-0.0035,-0.0035,0.0087,0.013232,-0.000388
20060731,-0.000286,0.015939,0.004,-0.0078,-0.0408,0.0294,0.006882,0.018867
20060831,0.049654,0.02353,0.0042,0.0203,0.009,-0.0172,-0.004393,-0.003689
20060929,-0.004733,0.024112,0.0041,0.0184,-0.0137,0.0005,0.015218,-0.002176
20061031,0.102713,0.031835,0.0041,0.0323,0.0173,-0.0004,-0.016233,0.005017
20061130,0.014326,0.008832,0.0042,0.0171,0.0086,0.0007,-0.009342,0.015297
20061229,0.028128,0.017571,0.004,0.0087,-0.011,0.0316,-0.004404,0.024819
20070131,0.000498,0.003238,0.0044,0.014,0.001,-0.0011,-0.013163,0.01221
20070228,-0.036235,-0.025282,0.0038,-0.0196,0.0132,-0.0009,-0.008998,0.011467
20070330,0.028214,-0.004152,0.0043,0.0068,-0.0006,-0.0022,-0.001394,-0.000408
20070430,0.00047,0.047854,0.0044,0.0349,-0.0206,-0.0115,-0.002589,0.00818
20070531,0.001688,0.030309,0.0041,0.0324,0.0003,-0.0005,0.006575,-0.011888
20070629,-0.001719,-0.036741,0.004,-0.0196,0.0077,-0.0113,0.011073,0.005007
20070731,0.00331,-0.02826,0.004,-0.0373,-0.0251,-0.0334,0.018104,-0.00653
20070831,0.077173,0.020534,0.0042,0.0092,-0.0013,-0.0224,0.015977,-0.030349
20070928,0.005396,0.029935,0.0032,0.0322,-0.0229,-0.0187,-0.012659,0.012086
20071031,0.117709,0.013987,0.0032,0.018,0.0022,-0.0259,-0.005667,0.001586
20071130,0.058891,-0.00601,0.0034,-0.0483,-0.0263,-0.0118,0.041818,-0.041623
20071231,0.010438,-0.034979,0.0027,-0.0087,0.002,-0.0052,0.010832,-0.026534
20080131,-0.039466,-0.019916,0.0021,-0.0636,-0.0089,0.0365,-0.001913,-0.019798
20080229,0.028799,-0.033639,0.0013,-0.0309,-0.0023,-0.0095,0.02161,0.023258
20080331,-0.045943,0.022038,0.0017,-0.0093,0.0094,-0.0015,0.027345,-0.066636
20080430,0.001272,0.030622,0.0018,0.046,-0.0164,-0.0096,-0.009235,-0.017336
20080530,0.006949,-0.002455,0.0018,0.0186,0.0321,-0.0138,0.010175,0.006743
20080630,-0.104691,-0.102602,0.0017,-0.0844,0.0127,-0.0243,0.038089,0.003552
20080731,-0.050193,0.064449,0.0015,-0.0077,0.0247,0.0581,0.000512,-0.067476
20080829,0.01887,0.031308,0.0013,0.0153,0.0361,0.0156,0.026333,-0.014876
20080930,0.122011,0.003646,0.0015,-0.0924,-0.0113,0.0633,0.041527,-0.091759
20081031,-0.118984,-0.1376,0.0008,-0.1723,-0.0233,-0.0289,0.090344,-0.050653
20081128,-0.096197,-0.061043,0.0003,-0.0786,-0.0299,-0.0594,0.085044,-0.037517
20081231,-0.074421,-0.028151,0,0.0174,0.0359,-0.0024,-0.001861,-0.077034
20090130,-0.072385,-0.128278,0,-0.0812,-0.0001,-0.111,0.03634,0.118737
20090227,-0.128241,-0.158984,0.0001,-0.101,0.0017,-0.0725,0.057642,-0.004157
20090331,0.102056,0.078769,0.0002,0.0895,-0.0009,0.0353,-0.036745,-0.02708
20090430,0.085035,0.142804,0.0001,0.1019,0.0483,0.0546,-0.0727,-0.076438
20090529,-0.027035,0.092522,0,0.0521,-0.0233,-0.0021,-0.064892,0.063674
20090630,-0.020031,-0.019764,0.0001,0.0043,0.0261,-0.0271,0.028222,0.090226
20090731,0.084173,0.071065,0.0001,0.0772,0.0207,0.0528,-0.041814,-0.0356
20090831,0.037637,0.043583,0.0001,0.0333,-0.009,0.0776,-0.069982,-0.020036
20090930,0.004554,0.024094,0.0001,0.0408,0.0245,0.0092,-0.021414,-0.002507
20091030,-0.017349,-0.001122,0,-0.0259,-0.0422,-0.0417,0.056634,0.007793
20091130,0.0178,0.09033,0,0.0556,-0.0249,-0.0017,-0.003358,-0.011979
20091231,-0.015851,-0.005361,0.0001,0.0275,0.0611,0.0001,-0.002962,0.010081
20100129,0.157698,-0.003362,0,-0.0336,0.0038,0.0031,-0.006986,0.010646
20100226,0.046345,0.000118,0,0.034,0.012,0.0316,-0.006428,0.008102
20100331,0.01589,0.058958,0.0001,0.0631,0.0142,0.021,-0.03202,0.014877
20100430,-0.052928,0.026461,0.0001,0.02,0.0498,0.0281,-0.035076,0.014285
20100528,-0.082437,-0.08027,0.0001,-0.0789,0.0005,-0.0238,0.027839,-0.005808
20100630,0.131672,-0.044278,0.0001,-0.0556,-0.0197,-0.045,0.029331,0.022385
20100730,-0.022927,0.076254,0.0001,0.0693,0.0016,-0.0027,-0.017392,-0.022876
20100831,0.012013,-0.049595,0.0001,-0.0477,-0.03,-0.0195,0.011074,0.01556
20100930,0.049255,0.056067,0.0001,0.0954,0.0392,-0.0312,-0.00332,-0.011896
20101029,-0.040128,0.035203,0.0001,0.0388,0.0115,-0.0259,0.004089,0.021475
20101130,0.005084,0.013926,0.0001,0.006,0.037,-0.009,-0.003232,-0.004422
20101231,0.003468,0.059192,0.0001,0.0682,0.007,0.0381,-0.046387,-0.000299
20110131,0.018105,0.001163,0.0001,0.0199,-0.0247,0.0081,-0.012068,0.029565
20110228,0.070456,0.014595,0.0001,0.0349,0.0152,0.0109,-0.009476,0.006887
20110331,-0.044041,0.008942,0.0001,0.0045,0.026,-0.0155,0.016826,0.004243
20110429,-0.0042,0.018362,0,0.029,-0.0034,-0.0251,0.01227,0.004866
20110531,-0.049131,0.00296,0,-0.0127,-0.007,-0.0206,0.028199,0.014707
20110630,-0.021951,-0.003402,0,-0.0175,-0.0018,-0.0031,0.02966,0.006404
20110729,-0.040497,-0.013137,0,-0.0236,-0.0131,-0.0123,0.009262,-0.002957
20110831,-0.015632,-0.009182,0.0001,-0.0599,-0.0306,-0.0244,0.060079,0.007976
20110930,-0.026962,-0.049473,0,-0.0759,-0.0348,-0.0146,0.068872,0.019359
20111031,0.095453,0.059112,0,0.1135,0.0341,-0.0017,-0.041402,-0.060222
20111130,0.012524,0.002742,0,-0.0028,-0.0017,-0.0035,0.032678,0.003781
20111230,-0.031444,0.022051,0,0.0074,-0.0071,0.0174,0.010241,0.012579
20120131,0.027411,0.020239,0,0.0505,0.0215,-0.0109,-0.042623,0.007331
20120229,0.000483,0.043794,0,0.0442,-0.0175,0.0009,-0.008037,0.025314
20120330,0.03397,0.058025,0,0.0311,-0.0061,0.0087,0.005352,0.038839
20120430,-0.008851,0.001332,0,-0.0085,-0.0052,-0.0047,0.01148,0.028203
20120531,-0.015017,-0.038532,0.0001,-0.0619,0.0002,-0.0062,0.032707,0.022738
20120629,0.050734,0.039497,0,0.0389,0.0077,0.0044,-0.010173,0.010443
20120731,0.019185,0.019698,0,0.0079,-0.0258,-0.0025,0.01167,0.010727
20120831,-0.006487,-0.003478,0.0001,0.0255,0.0041,0.0128,-0.008199,-0.008755
20120928,0.047311,0.025596,0.0001,0.0273,0.005,0.0152,-0.015687,0.008588
20121031,-0.02272,-0.016009,0.0001,-0.0176,-0.0114,0.0379,-0.019465,0.0235
20121130,0.019239,-0.001876,0.0001,0.0078,0.0059,-0.0096,0.011561,-0.011561
20121231,0.017203,0.003217,0.0001,0.0118,0.0147,0.0355,-0.024331,-0.009626
20130131,0.084784,0.041481,0,0.0557,0.0039,0.0092,-0.021462,0.044956
20130228,0.049581,0.014582,0,0.0129,-0.0045,0,0.005336,0.018244
20130328,0.022271,0.05765,0,0.0403,0.0079,-0.0026,-0.006394,0.024043
20130430,0.018748,0.009981,0,0.0155,-0.0244,0.0059,-0.006252,0.016645
20130531,0.075316,0.034709,0,0.028,0.0167,0.0255,-0.006832,-0.014202
20130628,-0.017174,-0.014259,0,-0.012,0.0122,-0.0019,0.014067,0.019888
20130731,0.033197,0.029293,0,0.0565,0.0186,0.0055,-0.013564,0.016955
20130830,-0.039729,-0.042817,0,-0.0271,0.003,-0.0278,0.006452,-0.002953
20130930,0.020338,0.02058,0,0.0377,0.0294,-0.0118,-0.009012,0.008842
20131031,0.014579,0.034972,0,0.0418,-0.0149,0.0115,0.017379,0.028447
20131129,0.011261,0.033962,0,0.0312,0.0124,0.0024,0.012859,0.018275
20131231,0.017739,0.031358,0,0.0281,-0.005,-0.003,-0.015757,0.002983
20140131,-0.052631,-0.047871,0,-0.0332,0.0087,-0.0208,-0.036152,0.020358
20140228,0.03074,0.039863,0,0.0465,0.0033,-0.0039,-0.013063,-0.001371
20140331,0.078933,0.022289,0,0.0043,-0.0189,0.0509,0.01806,0.015795
20140430,0.031349,0.008761,0,-0.0019,-0.0425,0.0114,0.007132,0.00384
20140530,-0.005335,0.010844,0,0.0206,-0.0183,-0.0026,0.002033,0.010688
20140630,-0.012343,0.022053,0,0.0261,0.0306,-0.0074,-0.024197,-0.003402
20140731,-0.009151,-0.026436,0,-0.0204,-0.0423,0.0001,0.015438,0.009932
20140829,0.094313,0.029939,0,0.0424,0.0037,-0.0057,-0.00637,0.016658
20140930,0.005706,-0.003279,0,-0.0197,-0.0382,-0.0122,0.034194,0.024922
20141031,0.014806,-0.002104,0,0.0252,0.0423,-0.0169,0.0404,0.020787
20141128,0.061548,0.032995,0,0.0255,-0.0206,-0.0299,0.025825,0.023957
20141231,0.01151,-0.008999,0,-0.0006,0.0254,0.0207,-0.00061,0.004133
20150130,-0.043226,-0.055309,0,-0.0311,-0.0057,-0.0347,-0.010532,0.026431
20150227,0.024473,0.046867,0,0.0613,0.0053,-0.0177,0.005871,-0.020311
20150331,-0.018772,-0.017879,0,-0.0112,0.0305,-0.0045,0.000072,0.012889
20150430,-0.020191,0.009811,0,0.0059,-0.0297,0.0185,-0.008626,-0.019722
20150529,0.009594,0.012507,0,0.0136,0.0094,-0.0133,-0.001906,0.024579
20150630,-0.047248,-0.01668,0,-0.0153,0.0281,-0.0081,0.021995,0.01912
20150731,0.046677,0.016713,0,0.0154,-0.0415,-0.0414,0.020557,0.050623
20150831,-0.057258,-0.054671,0,-0.0604,0.0049,0.0269,0.018137,-0.01526
20150930,-0.031541,-0.018896,0,-0.0308,-0.0264,0.0053,0.054372,0.05403
20151030,0.045478,0.049254,0,0.0775,-0.0198,-0.0009,0.006167,-0.011226
20151130,-0.014994,0.001451,0,0.0056,0.0364,-0.0051,0.003124,0.013276
20151231,-0.016469,-0.012024,0.0001,-0.0217,-0.0281,-0.0257,0.010628,0.025805
20160129,-0.01729,-0.039084,0.0001,-0.0577,-0.0339,0.021,0.078182,0.008085
20160229,0.037978,-0.004873,0.0002,-0.0007,0.0078,-0.0048,0.026365,-0.005531
20160331,0.055651,0.064007,0.0002,0.0696,0.0089,0.0114,-0.022656,-0.025412
20160429,0.025682,0.002069,0.0001,0.0092,0.0067,0.0325,-0.049629,-0.026201
20160531,-0.033661,0.027762,0.0001,0.0178,-0.0026,-0.018,0.004737,0.02162
20160630,0.027634,-0.007032,0.0002,-0.0005,0.0065,-0.0149,0.004499,0.028591
20160729,-0.004034,0.009565,0.0002,0.0395,0.0264,-0.0113,-0.001196,0.02341
20160831,0.044129,0.024331,0.0002,0.005,0.0117,0.0334,0.002454,-0.018342
20160930,-0.041085,-0.02402,0.0002,0.0025,0.0201,-0.0149,-0.034191,-0.002474
20161031,-0.001766,0.003276,0.0002,-0.0202,-0.0436,0.0416,0.034073,0.012016
20161130,0.094743,0.035223,0.0001,0.0486,0.0548,0.0827,0.008847,-0.016273
20161230,0.032729,0.037166,0.0003,0.0182,0.0008,0.0361,0.01879,0.038289
20170131,0.007356,0.021025,0.0004,0.0194,-0.0105,-0.0268,-0.025441,0.000021
20170228,0.044759,0.037617,0.0004,0.0357,-0.0199,-0.0179,0.00924,0.019507
20170331,-0.027909,-0.014114,0.0003,0.0017,0.012,-0.0317,0.006562,0.013929
