"ts_code","trade_date","close","turnover_rate","turnover_rate_f","volume_ratio","pe","pe_ttm","pb","ps","ps_ttm","dv_ratio","dv_ttm","total_share","float_share","free_share","total_mv","circ_mv"
"920670.BJ","20260309","19.47","8.531","10.3582","1.25","","252.6095","8.283","31.1628","20.7453","","","10618.24","6664.8421","5489.1912","206737.1328","129764.4757"
"300836.SZ","20260309","59.71","3.1293","3.6122","0.85","201.9042","92.3279","9.7067","11.8798","9.0965","0.3452","0.3452","9268.561","6320.9837","5475.9343","553425.7773","377425.9367"
"300348.SZ","20260309","13.4","2.9935","3.0747","1","584.7369","3385.1187","5.1351","6.2588","6.071","0.0522","0.0522","81103.82","70916.4415","69043.881","1086791.188","950280.3161"
"002210.SZ","20260309","3.03","2.0957","2.9919","0.86","282.8835","869.4841","8.4615","33.7195","43.495","","","266123.2774","265625.6674","186058.3817","806353.5305","804845.7722"
"300381.SZ","20260309","6.89","1.7773","2.5072","1.13","108.8199","520.7279","1.3069","4.0951","4.0721","1.4192","1.4192","49106.1461","48934.0774","34688.2396","338341.3466","337155.7933"
"002748.SZ","20260309","13.15","5.3408","11.5389","0.95","120.5921","73.2113","2.2982","1.5901","1.5514","0.3802","0.3802","24000","24000","11108.5","315600","315600"
"300918.SZ","20260309","15.67","1.5599","3.0005","0.88","41.5583","43.1952","2.0988","4.9083","4.725","1.0646","1.0646","50613.4427","50613.4427","26313.4427","793112.6471","793112.6471"
"002395.SZ","20260309","18.82","2.5834","7.2822","1.28","10.6939","8.825","3.358","2.2046","1.9418","0.797","0.797","26820.9","26818.6481","9514.1196","504769.338","504726.9572"
"300843.SZ","20260309","53.97","5.1876","12.1008","0.94","85.9473","74.8951","5.5785","6.863","5.4948","0.4262","0.4262","16370.4863","15709.0219","6734.3838","883515.1456","847815.9119"
"002868.SZ","20260309","40.9","1.4723","3.1703","1.01","","","","9.7887","10.828","","","15541.5837","15404.1618","7153.7104","635650.7733","630030.2176"
"002527.SZ","20260309","14.98","1.9268","2.2599","0.8","","","7.9375","2.9584","2.6509","","","66306.1291","52928.0328","45125.1531","993265.8139","792861.9313"
"002133.SZ","20260309","3.76","2.2388","3.3074","0.97","","","1.0036","0.6261","0.5603","1.3125","1.3125","77414.4175","76987.0201","52112.7811","291078.2098","289471.1956"
"920395.BJ","20260309","11.29","0.6809","1.1213","0.8","29.7284","41.8835","7.1977","10.8189","10.176","1.5984","1.5984","15258.5704","10326.4924","6270.4144","172269.2598","116586.0992"
"001338.SZ","20260309","12.88","2.005","4.1355","1.08","21.584","19.4281","1.7359","1.5092","1.542","2.3292","2.3292","50173.0834","50173.0834","24325.2607","646229.3142","646229.3142"
"002457.SZ","20260309","13.63","4.4399","6.0441","0.71","16.978","22.1069","1.843","1.6134","1.7112","1.1628","1.1628","33348.68","33332.1649","24485.3395","454542.5084","454317.4076"
"000510.SZ","20260309","19.24","9.2472","10.3096","0.77","","","10.1091","6.1253","7.0012","","","64854.3589","60666.4817","54414.8214","1247797.8652","1167223.1079"
"601231.SH","20260309","38.35","2.7785","9.659","1.19","55.4452","49.4336","4.1596","1.5097","1.5478","0.5496","0.5496","238910.5078","238910.5078","68725.7476","9162217.9741","9162217.9741"
"600207.SH","20260309","5.8","3.7022","8.1356","1.07","","","2.6418","1.456","1.8947","","","108931.2554","108931.2554","49570.4638","631801.2813","631801.2813"
"600226.SH","20260309","5.71","2.2674","3.6725","0.88","89.6458","89.048","4.6999","12.7255","10.0599","","","297438.1224","297438.1224","183637.1575","1698371.6789","1698371.6789"
"688161.SH","20260309","31.01","1.3604","7.0978","3.65","55.4364","46.5198","2.9935","8.5385","8.0588","0.8648","0.8648","40000","40000","7666.6667","1240400","1240400"
"301381.SZ","20260309","19.88","2.2111","3.6481","1.06","37.4628","35.1114","3.0134","0.7806","0.6878","1.2575","1.2575","40345.82","19546.82","11846.99","802074.9016","388590.7816"
"000069.SZ","20260309","2.4","0.9523","1.9183","1.01","","","0.4204","0.3546","0.4582","","","803775.8053","689860.1781","342477.7122","1929061.9327","1655664.4274"
"601360.SH","20260309","12.06","3.3716","8.1901","1.93","","","2.8759","10.6213","10.0414","1.6584","1.6584","699955.7879","699955.7879","288153.2133","8441466.8021","8441466.8021"
"600109.SH","20260309","8.75","0.6847","1.0809","0.86","19.4112","13.0895","0.9299","4.8652","3.8032","1.3632","1.3632","370536.491","370536.491","234723.0305","3242194.2963","3242194.2963"
"001203.SZ","20260309","37.88","2.865","7.9838","1","77.3007","85.3639","8.6977","15.1122","14.9267","0.5087","0.5087","153308.0435","131531.6393","47199.8855","5807308.6878","4982418.4967"
"000955.SZ","20260309","5.42","2.8022","3.7104","0.84","","","4.501","5.5798","6.304","","","53839.5","53811.1475","40639.5974","291810.09","291656.4195"
"600527.SH","20260309","2.36","4.0991","5.846","1.14","107.3471","146.3205","1.9793","7.5576","7.6517","2.1","2.1","173176.0902","173176.0902","121428.8896","408695.5729","408695.5729"
"002719.SZ","20260309","9.47","3.6265","4.5015","0.75","","","8.5817","2.5962","2.6515","","","17413.9457","16186.1095","13039.8465","164910.0658","153282.457"
"688772.SH","20260309","16.52","2.4549","4.0876","0.78","43.4611","39.6172","2.6225","1.6206","1.2992","1.7995","1.7995","113218.5704","113218.5704","67996.5631","1870370.783","1870370.783"
"301209.SZ","20260309","93.52","1.1833","3.3009","1.22","185.6077","175.2591","13.7218","19.592","19.7818","0.1528","0.1528","11200","9568.3","3430","1047424","894827.416"
"000008.SZ","20260309","2.91","1.4605","2.3987","0.72","","","2.6967","3.7966","3.7131","","","271637.7683","271629.6952","165387.8495","790465.9058","790442.413"
"300134.SZ","20260309","11.03","1.824","3.7781","1.08","","","2.2222","3.6433","3.5911","","","76749.8006","71241.8006","34394.843","846550.3006","785797.0606"
"301138.SZ","20260309","38.08","2.1027","4.3675","0.82","45.1284","38.7145","4.0981","7.0758","6.1539","0.2626","1.5756","12000","6856.014","3300.74","456960","261077.0131"
"603323.SH","20260309","4.93","1.3479","1.559","0.76","5.1164","4.871","0.5244","2.3839","2.3745","5.1448","5.1448","201854.1437","201854.1437","174520.0056","995140.9284","995140.9284"
"300528.SZ","20260309","17.28","3.3029","8.3532","0.82","","","12.1845","9.8463","8.9647","","","37260.8054","37260.8054","14733.1068","643866.7173","643866.7173"
"000691.SZ","20260309","8.4","1.7994","2.0802","0.73","","","","9.1944","9.1086","","","48490.5","32327","27962.8405","407320.2","271546.8"
"002551.SZ","20260309","3.73","2.0019","2.3506","0.79","141.5358","","1.2167","2.1777","2.6301","0.2142","0.2142","84549.4578","61118.6722","52050.1888","315369.4776","227972.6473"
"301361.SZ","20260309","40.72","18.5556","18.8471","1.04","59.4235","47.9445","3.9484","19.8404","16.7274","0.4126","0.4126","11633.6","3044.4","2997.31","473720.192","123967.968"
"000096.SZ","20260309","11.67","9.3306","20.3065","0.88","63.5515","101.4842","2.2051","3.116","4.17","0.6427","0.6427","52800","51084.8","23472.9623","616176","596159.616"
"300698.SZ","20260309","37.5","3.1136","5.7908","1.21","121.6485","117.4993","9.7606","8.9592","6.8605","","","13400","11854.5943","6374.089","502500","444547.2863"
"688602.SH","20260309","8.15","2.5537","2.5537","0.71","","","1.5562","6.2727","5.4862","","","51937.5","25959.6161","25959.6161","423290.625","211570.8712"
"600712.SH","20260309","6.22","1.5803","2.2229","1.04","","","4.2506","5.4889","5.8281","","","54465.536","53864.8371","38293.6826","338775.6339","335039.2868"
"300167.SZ","20260309","6.92","5.0746","5.5067","1.1","","199.6055","93.7596","6.4761","5.695","","","38937.4","35889.325","33073.6637","269446.808","248354.129"
"600773.SH","20260309","16.52","5.6957","9.679","1.28","1252.6178","320.0787","3.3296","13.2886","8.7501","0.0605","0.0605","95158.6865","95158.6865","55996.916","1572021.501","1572021.501"
"000423.SZ","20260309","51.91","0.9155","1.382","0.9","21.47","19.9119","3.3604","5.646","5.2578","4.8912","4.8912","64397.6824","64285.0293","42585.3956","3342883.6934","3337035.871"
"300015.SZ","20260309","10.26","0.5384","1.0158","0.72","26.9058","29.7228","4.4111","4.5598","4.3166","1.5545","2.3316","932539.667","795535.7923","421625.5223","9567856.9834","8162197.229"
"300699.SZ","20260309","37.48","2.5438","4.0048","0.74","42.0396","51.8088","5.4818","12.7183","10.9003","1.3239","1.3239","83135.2","82144.3049","52177.0606","3115907.296","3078768.5477"
"600460.SH","20260309","28.52","2.426","3.5481","0.82","215.8539","87.8787","3.9744","4.2296","3.7163","0.1403","0.1403","166407.1845","166407.1845","113780.4915","4745932.9019","4745932.9019"
"002389.SZ","20260309","26.85","14.0355","22.2891","0.9","299.9106","300.2621","3.3098","10.3022","9.4464","0.2235","0.2235","98491.6021","98475.8026","62010.1729","2644499.5164","2644075.2998"
"688625.SH","20260309","61.08","2.362","6.0034","1.64","45.9609","40.8445","7.5916","13.0408","11.6455","1.0619","0.6588","18832.0951","18832.0951","7409.2754","1150264.3687","1150264.3687"
"000650.SZ","20260309","5.88","1.2159","1.6464","0.79","17.0812","18.4827","1.296","2.0201","2.1906","2.551","2.551","139993.8234","133138.5834","98324.1448","823163.6816","782854.8704"
"605058.SH","20260309","31.83","1.9195","6.3913","1","32.1506","30.7434","2.6089","3.5184","3.3548","1.885","1.885","14292.395","14292.395","4292.395","454926.9329","454926.9329"
"300809.SZ","20260309","34.57","2.6814","3.4547","1.06","141.4128","185.5602","5.3401","19.6527","17.2758","0.3471","0.3471","25353.92","15056.9504","11686.6672","876485.0144","520518.7753"
"002279.SZ","20260309","8.92","4.2695","5.5309","0.76","","176.6135","5.4921","1.905","2.6472","","","86220.6871","78972.7349","60962.1504","769088.5289","704436.7953"
"002957.SZ","20260309","26.57","7.9504","18.4552","0.92","80.0637","50.394","3.4841","4.5589","4.5519","0.6363","0.6363","41998.2466","41867.8862","18036.5948","1115893.4122","1112429.7363"
"301067.SZ","20260309","34.81","3.8874","5.1989","0.97","420.0889","2541.2825","4.0813","3.8793","4.2307","0.1423","0.1423","9723.6","6382.89","4772.72","338478.516","222188.4009"
"000917.SZ","20260309","10.2","3.6781","4.4133","0.87","150.7135","86.5517","1.3867","3.7059","3.3245","0.1961","0.1961","141755.6338","141745.9363","118131.7383","1445907.4648","1445808.5503"
"600604.SH","20260309","5.16","0.5978","1.4945","0.91","316.6053","","1.5547","3.7444","3.6532","0.1938","0.1938","187330.4804","140745.4804","56298.9292","966625.2789","726246.6789"
"688267.SH","20260309","30.15","2.4603","4.317","1.39","36.5053","25.081","1.875","7.9693","6.2081","2.1182","2.1182","17620","17620","10042.054","531243","531243"
"301150.SZ","20260309","48.25","5.9341","11.1973","1.28","","489.8632","3.1609","2.3514","2.0564","","","23323.3467","22258.5284","11796.0764","1125351.4783","1073973.9953"
"600685.SH","20260309","35","2.6069","6.2965","0.83","131.136","58.539","2.7709","2.5498","2.3524","0.4286","0.4286","141350.6378","82143.5181","34009.7481","4947272.323","2875023.1335"
"600099.SH","20260309","11.3","2.7908","4.8204","1.29","134.3645","119.4891","4.6255","2.3565","2.2712","0.2655","0.2655","21912","21912","12686.308","247605.6","247605.6"
"920819.BJ","20260309","3.96","0.5787","1.4946","0.75","","","1.01","0.8578","0.8776","","","122580","121162.5","46912.4042","485416.8","479803.5"
"688466.SH","20260309","18.4","1.5728","3.599","0.83","33.6508","44.3361","1.9718","3.6422","3.8736","2.2283","","12215.4152","12215.4152","5338.3352","224763.6397","224763.6397"
"603815.SH","20260309","6.66","2.247","4.5149","1.03","31.6491","24.7108","1.7052","0.9877","0.9485","0.9657","0.9657","61892.4235","61892.4235","30802.7345","412203.5405","412203.5405"
"300443.SZ","20260309","27.83","3.2205","3.6012","1.03","51.5514","27.0992","1.4217","4.5286","3.2129","0.6099","0.6099","32013.4598","24277.4045","21710.8461","890934.5862","675640.1672"
"603938.SH","20260309","26.49","6.4708","19.3413","0.78","158.9196","130.9823","4.0796","5.7272","5.1348","0.0639","0.0639","38262.4497","38262.4497","12801.0498","1013572.2926","1013572.2926"
"688208.SH","20260309","33.37","2.0414","3.2641","1.21","34.8933","23.918","6.0823","5.6873","4.6224","2.7083","2.7083","67018.3441","67018.3441","41913.0948","2236402.1426","2236402.1426"
"300422.SZ","20260309","5.21","2.1241","3.5044","0.98","","","2.5102","1.7477","1.4532","","","53388.0389","51145.189","31000.6549","278151.6827","266466.4347"
"300127.SZ","20260309","35.19","3.9609","8.5567","0.93","77.2597","63.6836","7.6721","14.2335","13.8264","0.9946","0.9946","32314.636","23081.614","10684.3314","1137152.0408","812241.9967"
"002653.SZ","20260309","45.75","0.6347","1.198","0.56","129.5627","165.8469","12.1209","13.7682","11.9984","0.5902","0.2951","111991.797","48323.8158","25601.7103","5123624.7128","2210814.5729"
"600169.SH","20260309","2.5","0.732","1.5076","0.94","42.9129","39.8049","1.6427","0.9047","0.8464","","","334710.317","333314.15","161825.7894","836775.7925","833285.375"
"002692.SZ","20260309","5.93","4.4762","6.277","1.47","60.6523","62.4231","3.506","0.9576","0.9515","0.3373","0.3373","71814.6","71770.8975","51180.2935","425860.578","425601.4222"
"000688.SZ","20260309","35.08","2.4235","7.1663","1.06","","145.4411","10.1706","21.6776","18.4195","","","118506.7706","118506.3386","40076.3634","4157217.5126","4157202.3581"
"688066.SH","20260309","23.65","5.8934","8.2947","0.9","","","","3.9226","11.5735","","","26127.7771","26127.7771","18563.816","617921.9284","617921.9284"
"688628.SH","20260309","41.95","1.9673","4.0898","1.09","25.5646","30.7546","3.7017","4.1478","3.8408","3.0833","3.0833","11176.7588","11176.7588","5376.4253","468865.0317","468865.0317"
"603696.SH","20260309","17.33","2.3082","5.7276","0.88","106.3303","101.2895","7.024","6.7205","6.573","0.5193","0.5193","23520","23520","9478.4371","407601.6","407601.6"
"300429.SZ","20260309","13.86","5.4414","6.14","1.07","","","4.3152","8.0438","7.8587","","","53630.4427","39863.3977","35327.5762","743317.9358","552506.6921"
"300935.SZ","20260309","34.4","3.0059","4.2967","0.7","","","3.446","20.4185","20.7697","","","7943.068","6027.3655","4216.7045","273241.5392","207341.3732"
"920932.BJ","20260309","17.44","1.6058","2.1803","0.84","53.2374","","2.8852","4.2369","5.5009","0.1249","0.1249","10535.035","8681.3146","6393.8578","183731.0104","151402.1266"
"301107.SZ","20260309","31.31","3.2617","6.3023","1.11","60.5924","39.8329","3.3737","5.8429","4.4842","1.5836","1.5836","10241.812","5957.665","3083.341","320671.1337","186534.4912"
"300877.SZ","20260309","32.22","3.1708","6.3974","0.68","124.9693","41.9534","2.3181","3.745","3.7443","0.3009","0.3009","12000","11999.895","5947.5855","386640","386636.6169"
"600822.SH","20260309","10.47","0.9057","2.277","0.82","102.7524","212.1035","4.2376","1.1497","2.3863","","","49597.2914","39614.7908","15757.1946","519283.641","414766.8597"
"000637.SZ","20260309","5.22","14.9229","18.8959","0.87","","","4.8911","0.7227","0.8464","","","51987.5356","36458.5055","28792.7054","271374.9358","190313.3987"
"688513.SH","20260309","57.21","0.7782","1.4787","0.59","42.3928","35.6557","3.4445","7.4824","7.5856","0.7406","0.7406","17653.2256","17653.2256","9290.4756","1009941.0366","1009941.0366"
"688556.SH","20260309","15.18","5.5449","7.1544","0.79","","","3.1984","2.8186","3.4553","0.7804","0.7804","83077.3934","83077.3934","64387.5462","1261114.8318","1261114.8318"
"603277.SH","20260309","15.36","0.2442","1.1474","1.05","17.4238","17.829","3.5828","3.4247","3.3656","4.5312","4.5312","61369.9305","60974.6025","12977.6126","942642.1325","936569.8944"
"001965.SZ","20260309","9.94","0.3912","1.4756","1.29","12.6908","13.054","1.0153","5.3138","5.4747","4.1994","4.1994","679509.4992","679509.4992","180163.8325","6754324.422","6754324.422"
"600120.SH","20260309","6.26","1.5146","3.0213","0.76","22.8339","16.2228","1.3146","2.8666","3.6227","1.315","1.8629","341538.1492","341538.1492","171211.5538","2138028.814","2138028.814"
"688175.SH","20260309","36.04","1.4626","2.9553","0.89","","","2.6965","17.4895","20.3069","0.2775","0.2775","12931.7","12931.7","6400.0374","466058.468","466058.468"
"603098.SH","20260309","15.63","1.8862","5.4687","1.33","114.6779","87.9931","2.9854","2.8731","2.5599","0.3199","0.3199","53969.9978","53879.9978","18583.3771","843551.0656","842144.3656"
"600603.SH","20260309","7.63","5.7461","13.4323","2.97","17.8919","22.466","1.2462","2.4364","2.8264","","","119332.9151","119332.9151","51048.6002","910510.1422","910510.1422"
"000925.SZ","20260309","8.04","2.0753","2.0753","0.72","223.2328","83.2033","1.6463","2.687","2.2946","","","67636.9858","67324.4308","67324.4308","543801.3658","541288.4236"
"688326.SH","20260309","127.38","2.5041","4.72","1.32","","153.4907","3.8769","2.7572","2.231","","","11994.096","11162.2236","5921.8461","1527807.9485","1421844.0422"
"605222.SH","20260309","21.57","2.5138","6.7243","0.72","65.7292","59.8791","1.9096","0.3912","0.3949","0.1854","0.1854","41290.3098","41290.3098","15436.0198","890631.9824","890631.9824"
"688536.SH","20260309","169.55","2.8386","4.4151","0.91","","135.1547","3.7992","19.1717","10.9149","","","13789.8339","13564.8979","8721.3325","2338066.3377","2299928.4389"
"000505.SZ","20260309","7.36","6.9452","15.3129","1.12","204.755","","1.7381","0.4679","0.6562","0.2446","0.2446","72695.0251","63238.0336","28681.5343","535035.3847","465431.9273"
"688203.SH","20260309","13.23","1.2723","2.2754","0.72","75.5234","291.0391","1.8161","3.1726","3.1487","0.4507","0.4507","20267.8068","20267.8068","11332.9813","268143.084","268143.084"
"300722.SZ","20260309","32.8","1.9989","5.8537","0.47","114.6414","147.327","14.2966","20.3954","23.3897","0.5488","0.5488","27675.648","27675.648","9450.3809","907761.2544","907761.2544"
"688981.SH","20260309","105.14","1.9682","2.1869","1.03","227.451","166.8933","5.576","14.5559","12.4959","","","800137.8584","199956.2549","179963.3574","84126494.4322","21023400.6402"
"300584.SZ","20260309","41.91","3.592","5.1282","1.06","125.0488","112.3101","4.8203","9.9714","8.1724","0.2386","0.2386","12000","8211.0746","5751.4006","502920","344126.1365"
"003040.SZ","20260309","17.39","1.8382","3.5158","0.97","372.0329","1365.7516","5.7249","7.6467","7.7244","0.1725","0.1725","46113.5972","45685.0258","23886.2459","801915.4553","794462.5987"
"688032.SH","20260309","116.14","3.3508","9.7044","1.5","41.8628","","2.5202","7.2304","7.4584","2.7337","2.7337","12407.3545","12407.3545","4284.116","1440990.1516","1440990.1516"
"605128.SH","20260309","35.12","0.8209","1.3028","0.86","54.1068","47.8001","3.5624","3.2575","3.1078","0.7371","0.7371","21113.8706","21113.8706","13303.1555","741519.1355","741519.1355"
"000983.SZ","20260309","7.36","3.0699","7.1876","1.31","13.4437","24.6364","1.1448","0.9226","1.0612","3.4783","3.4783","567710.1059","567706.6234","242474.9","4178346.3794","4178320.7482"
"688338.SH","20260309","31.86","1.8223","3.0371","0.56","29.9266","38.8062","2.0041","11.056","12.8256","1.0146","1.0146","10614.24","10614.24","6368.658","338169.6864","338169.6864"
"002638.SZ","20260309","3.6","7.0739","10.2674","1.1","","","2.5099","13.6667","12.9551","","","143659.4349","135268.2259","93194.4131","517173.9656","486965.6132"
"301195.SZ","20260309","34.02","1.2117","2.546","0.85","22.3297","27.1323","1.8629","3.9787","4.3767","1.9106","1.9106","13206.984","8771.2327","4174.4684","449301.5957","298397.3365"
"002081.SZ","20260309","3.57","1.2434","2.4568","1.01","17.4308","20.7261","0.6905","0.5172","0.5582","2.8011","2.8011","265532.3689","264460.4889","133842.9577","947950.557","944123.9454"
"300423.SZ","20260309","11.11","17.8353","21.226","0.77","","","4.0998","3.7982","5.3318","","","49751.129","33336.0483","28010.7361","552735.0432","370363.4966"
"603102.SH","20260309","43.12","0.952","1.6989","0.72","19.8098","22.6886","1.6956","3.4436","3.2837","1.6924","1.6924","6400","6400","3586.4455","275968","275968"
"300359.SZ","20260309","5.44","1.7715","2.8075","0.74","","","6.2761","7.7847","9.4741","","","63333.3422","63330.1697","39960.3938","344533.3816","344516.1232"
"301036.SZ","20260309","30","2.4496","3.7086","0.89","24.8555","41.028","1.8107","1.9044","1.9768","0.6667","0.6667","10000","7043.3635","4652.2535","300000","211300.905"
"001219.SZ","20260309","14.91","1.9139","3.676","0.91","29.8246","28.0495","2.7891","5.5285","5.2475","2.6828","2.6828","19498.375","19012.2071","9898.7166","290720.7713","283472.0079"
"603950.SH","20260309","53.4","4.5812","12.4678","0.75","75.1348","49.5493","5.9761","9.0164","7.5337","0.4032","0.2296","32413.08","32360.68","11890.7497","1730858.472","1728060.312"
"301088.SZ","20260309","15.25","0.9596","3.127","0.78","32.5713","41.3451","1.4017","5.0439","5.4305","3.7443","3.7443","22790","18785","5765","347547.5","286471.25"
"688097.SH","20260309","48.35","2.7538","8.8995","0.98","54.2063","36.5195","4.3691","4.359","3.2867","0.4834","0.4834","44664.7765","44500.8765","13769.8911","2159541.9438","2151617.3788"
"000951.SZ","20260309","20.75","2.2508","4.6519","1.39","16.4757","15.275","1.6062","0.5426","0.4703","3.4525","3.4525","117486.936","117486.936","56846.8984","2437853.922","2437853.922"
"300529.SZ","20260309","18.71","1.0171","1.27","1.14","18.2175","31.0132","4.5138","5.5809","7.3329","4.146","4.146","79860.5275","51246.72","41042.8551","1494190.4695","958826.1312"
"920098.BJ","20260309","29.24","2.1313","3.1915","0.77","27.3583","41.7583","2.524","4.9184","4.9914","1.026","1.026","8132.0369","5537.5664","3697.9123","237780.759","161918.4415"
"003005.SZ","20260309","20.08","1.9377","2.4689","0.66","108.8254","","2.5852","9.6271","12.5038","1.1383","1.1383","23138.8691","12697.8206","9965.7133","464628.4915","254972.2376"
"688525.SH","20260309","216.65","10.5466","14.8108","1.05","627.687","116.7663","22.1125","15.116","8.9591","","","46713.171","46713.171","33264.0108","10120408.4972","10120408.4972"
"603716.SH","20260309","23.9","17.5658","20.6364","3.17","","","4.7445","2.7745","4.0262","","","21019.9126","21019.9126","17892.2378","502375.9111","502375.9111"
"300549.SZ","20260309","18.28","2.5554","3.5071","0.7","177.9338","312.1581","4.4255","7.0226","7.7296","0.2735","0.2735","13334","10105.4675","7363.43","243745.52","184727.9459"
"002259.SZ","20260309","5.78","6.7084","9.3597","0.85","362.4118","83.7819","16.0174","5.9361","4.6278","","","75232.8267","75232.8267","53921.2742","434845.7383","434845.7383"
"688108.SH","20260309","21.43","1.8583","2.4229","0.7","5979.9377","189.4145","9.881","19.5246","17.0472","","","41795.2","41795.2","32055.2968","895671.136","895671.136"
"301113.SZ","20260309","27.13","3.4594","7.8467","1.29","221.0285","335.6257","3.6402","8.3469","7.2761","1.9847","1.7494","9100","5511.7466","2429.9662","246883","149533.6853"
"001333.SZ","20260309","26.22","4.6057","4.6057","0.98","22.9252","25.9206","1.9585","1.9468","2.0181","1.373","1.373","12800","4400","4400","335616","115368"
"300999.SZ","20260309","31.87","12.4745","12.4745","4.3","69.0586","54.8024","1.7918","0.7234","0.7049","0.3483","0.3483","542159.1536","54264.7097","54264.7097","17278612.2252","1729416.2981"
"300329.SZ","20260309","14.06","1.6599","2.9919","0.78","","","5.2457","22.3321","27.8896","0.2276","","25288.878","25212.8487","13988.0287","355561.6247","354492.6527"
"600249.SH","20260309","5.8","1.4891","2.3223","0.67","39.3347","155.0673","1.4557","3.0293","2.9618","0.5172","0.5172","55000","55000","35266.6244","319000","319000"
"300707.SZ","20260309","17.1","4.92","5.9096","0.79","144.6937","128.0078","2.6399","3.4871","3.8024","0.3469","0.3469","17654.0986","14328.4881","11929.0082","301885.0861","245017.1465"
"603826.SH","20260309","23.43","2.3041","8.5069","0.84","436.825","428.4716","7.8692","15.8279","14.8724","","","65520","65520","17745.8754","1535133.6","1535133.6"
"600397.SH","20260309","20.47","12.7008","20.939","0.99","","","130.3406","3.7497","5.0536","","","98995.9882","98995.9882","60047.3792","2026447.8785","2026447.8785"
"000428.SZ","20260309","3.81","1.5341","3.4241","0.8","","","2.7853","6.4284","7.098","","","101892.6","101892.6","45651.708","388210.806","388210.806"
"600866.SH","20260309","7.69","2.8426","3.8429","0.76","13.5468","9.9736","1.5379","0.7371","0.7687","4.9415","4.9415","166147.2616","125576.9324","92889.78","1277672.4417","965686.6102"
"002146.SZ","20260309","1.56","2.1552","3.1229","0.62","","","0.5709","0.1785","0.2295","","","434816.3851","391152.1351","269951.1136","678313.5608","610197.3308"
"300976.SZ","20260309","56.6","1.9489","3.561","0.95","31.4002","26.1187","2.1437","2.9583","2.4706","1.3673","1.3673","13410.4216","8617.7272","4716.4585","759029.8626","487763.3595"
"600648.SH","20260309","10.18","0.2434","0.6794","0.97","14.5506","20.3675","0.9127","1.9494","2.1475","3.4381","3.4381","135991.2218","113777.0691","40759.2248","1384390.6379","1158250.5634"
"300911.SZ","20260309","43.9","8.578","16.3266","0.93","303.2405","","6.8579","11.452","16.1445","1.7069","1.7069","18333.5703","17133.6635","9002.0767","804843.7362","752167.8277"
"920879.BJ","20260309","22.09","1.583","3.1383","1.02","48.0104","44.9228","6.1279","10.3634","9.0652","1.5972","1.5972","16739.0679","13080.7433","6598.2833","369766.0099","288953.6195"
"688114.SH","20260309","55.3","0.8769","1.6523","0.84","","","3.0178","7.6458","8.2865","","","41651.6155","41433.473","21989.0342","2303334.3372","2291271.0569"
"600967.SH","20260309","16.53","1.6196","3.6566","0.61","56.3168","53.8901","2.3712","2.8729","2.6593","0.4235","0.4235","170179.4667","170179.4667","75376.6303","2813066.5846","2813066.5846"
"920403.BJ","20260309","25.7","11.6849","15.3252","0.8","30.915","31.7984","4.5537","7.5851","7.0608","0.5559","0.5559","9936.108","5909.358","4505.683","255357.9756","151870.5006"
"688765.SH","20260309","71.25","2.526","2.526","0.78","","","8.7926","1010.1426","532.2008","","","35750","4097.8773","4097.8773","2547187.5","291973.7576"
"600039.SH","20260309","10.01","0.3962","3.4161","1.28","12.0727","11.2506","1.7598","0.8117","0.8012","4.0921","4.0921","869559.0645","869559.0645","100841.0078","8704286.2356","8704286.2356"
"000031.SZ","20260309","3.28","0.7028","2.2878","0.98","","","1.3874","0.3928","0.391","","","428631.3339","428630.4701","131681.1819","1405910.7752","1405907.9419"
"000793.SZ","20260309","2.84","1.321","1.7069","0.68","","","49.5217","16.8965","16.727","","","199724.5457","196100.8615","151761.1002","567217.7098","556926.4467"
"300444.SZ","20260309","18.16","24.2553","26.5649","0.96","179.4028","161.7452","8.1444","4.1765","3.4383","","","79862.509","62144.6699","56741.6083","1450303.1634","1128547.2054"
"000709.SZ","20260309","2.55","1.3782","3.9132","0.93","37.261","27.4092","0.5104","0.2167","0.2046","1.1765","1.1765","1033712.1092","1033541.2398","364017.535","2635965.8785","2635530.1615"
"002391.SZ","20260309","6.59","2.5909","2.9073","1.06","","","1.0043","1.2146","1.1188","","","64959.255","46412.0811","41361.4067","428081.4905","305855.6144"
"003028.SZ","20260309","30.01","1.9162","3.5487","0.8","21.3621","29.9136","2.5017","3.0977","3.143","1.6532","1.6532","14471.1","7053.8197","3808.8903","434277.711","211685.1292"
"001376.SZ","20260309","20.81","8.0405","8.0405","0.69","50.1562","54.9711","8.1993","8.4693","8.9518","0.7189","0.7189","46090","21375.2813","21375.2813","959132.9","444819.6039"
"600356.SH","20260309","9.44","2.93","4.1818","1.12","26.8592","20.1915","1.0582","1.1216","1.0749","1.1524","1.1524","32953.6504","29873.1378","20930.8295","311082.4598","282002.4208"
"002349.SZ","20260309","7.59","1.4626","2.2293","0.74","29.6129","28.0138","2.327","4.4913","4.3453","1.0343","1.0343","82967.4908","81418.0908","53418.6248","629723.2552","617963.3092"
"300206.SZ","20260309","14.66","2.5754","3.3784","1.07","52.4205","34.4272","3.9636","4.6326","4.4765","1.412","1.412","57966.3346","33837.9565","25795.1638","849786.4652","496064.4423"
